User,Comment,Time,Likes
@ramzeystech9289,You people must not know this man.  He's a genius that is trying to help humanity and also has Asperger's.  That's why he's kind of awkward.  He's working on housing for the poor and working on food and water insecurities.  If you don't know exactly what you are talking about just say nothing.  He happens to be one of the few that cares about humanity.  He's trying to make things that last.  His batteries are warranted for 50 yrs.  And if he wants to go to space that's bad???  When the first landing was made n I saw the world come together.  Can't help it if you are not passionate.,2 years ago,
@wilfredosoto4635,probably thinking about building tunnels in mars,4 years ago,241
@BadalKumar-pi7ud,I wish there were more Elon talks on YouTube - always puts me in a good mood.,4 years ago,1
@tarunnathani8499,yeah! but he's not a normal person that we can access. :0,4 years ago,1
@tarunnathani8499,totally agree,4 years ago,1
@JayR-ct8pv,totally agree,4 years ago,4
@ondrejspilko9768,"He's all about hope and prosperity for our species, that why I like him.These are the people we need leading humanity into the future.",4 years ago,1
@tashagimera,What about Joe Rogans podcast ,5 months ago,
@lily_ebt,Elon is my #1 human hero. This man aspires the same way I dream. I want to be like him. Anybody else falls short,1 year ago,
@emmanuelmacha5603,Bel homme avec des belles idées de grandeur..,5 years ago,1.2K
@thiagofaleiroparente,we are looking at the Leonardo da vinci of our times,5 years ago,11
@levihuerta9393,great statment,5 years ago,11
@levihuerta9393, @thiagofaleiroparente  statement*,5 years ago,2
@riverkelty8214," Vagina Papaya  lol, what are you talking about? It'd not like it was illegal to invent things.",5 years ago,6
@Charlie-mi7ol, @levihuerta9393  the church deemed his works heretical and evil.,4 years ago,
@golkeeper8517,no we are not....get a grip man,4 years ago,
@robynabrahams6817,lots of people need to worship someone,4 years ago,
@golkeeper8517,Da Vinci has nothing on Elon !,4 years ago,
@ZachariahMBaird, @robynabrahams6817  nothing yes yes nothing,4 years ago,5
@OnePiece-os3pe,"The more you learn about both of them, the more you realize that they are geniuses, but I think Leonardo was smarter in more ways.",4 years ago,6
@ZachariahMBaird,leonardo da vinci was way ahead of his time,4 years ago,3
@Vertutame, @OnePiece-os3pe  he made plans for a flying machine and wasn't far off.,4 years ago,2
@joringedamke5597,"no no no, we're not Leonardo has great ideas but most of them are ended up being just a paper.Some work but they're hardly useful.And Elon isn't the only person that make it happen.Credit those people that calculated that landing's number.",4 years ago,
@bigvlogger2940, @riverkelty8214  Which church?,4 years ago,2
@Richixx98,Not reallyHe is entrepreneur not inventerBut they both are visionary,4 years ago,
@danielcastillo5651,i ahve been saying that for more then over a year now without even know that this video ro this comment existed,4 years ago,2.4K
@thenerdnetwork,this guy is making NASA look like daycare for gifted kids.,4 years ago,164
@cookieeater7713,"I totally disagree with your outrageous statement. Have you ever heard of the saying ""If I have seen further it is by standing on the shoulders of Giants.""? No? Well, maybe you should listen to Elon talk more, where he specifically says this saying. Where he credits NASA and so many other space agencies for their vast amounts of knowledge that they SPECIFICALLY made available to him and his team so he wasn't exactly re-inventing the wheel. The wheel was already created, he and his team just took the best parts of the designs and made it better, more efficient, more sustainable, and more affordable. Calling the giants that hoisted him upon their shoulders ""gifted kids"" is incredibly insulting to so many people on so many levels. Pure ignorance.",4 years ago,82
@yt-sh, @thenerdnetwork  calm down dudde. Let's get a drink,4 years ago (edited),28
@abcdxx1059," @thenerdnetwork  maybe but truth be told they have this huge amount of gold sitting on Nasa and they wont make good use of it...maybe they need more people...people like ElonAnd TBHppl at NASA did say, ""It cant be done""...",4 years ago,5
@yt-sh, @yt-sh  you can attribute a lot of tech you have now to NASA you can't say that about spaceX,4 years ago,5
@tuckertooley174, @abcdxx1059  so? Xerox too had a lot of techs but you need ppl like Jobs and Gates to show the WORLD the full potential whats the point otherwise...,4 years ago,1
@Benjamin-ii3ke,thenerdnetwork nasa just doesn’t talk much what they do is much harder but speaks for itself to the point that if you just look then it doesn’t look impressive,4 years ago,2
@harrisonglaude5335, @cookieeater7713  Nah he was just hitting you with facts.,4 years ago,3
@BaelaLuv,This is the best comment I've ever heard hahaha,4 years ago,1
@BaelaLuv,if only they had  a bigger budget....,4 years ago,1
@abcdxx1059,Marto klop Correct! I just wish they had a bigger budget. Military doesn’t need 693 Billion a year,4 years ago,
@winterblue8887, @yt-sh  my point is still there these legacy organizations laid the foundation and the newbies built on it,4 years ago,
@attilatormasi1733,,4 years ago,3
@captainvoluntaryistthestat3207," @CenTralAct  NASA can't do anything. They need to go through a lot of paper just to build a single rocket and that single handedly increases the cost and time it needs to build a rocket. Also NASA works with several other companies to build a rocket while SpaceX builds it all alone. NASA has to calculate to last penny because they need to say exact numbers to the goverment or they get nothing. In the meantime SpaceX literally blows rockets up. Now imagine NASA doing that: they build something from several companies with goverment money just to try it out and it does not work. What do they get? Less money. Period. They need to get everything perfect or they can't do anything. SpaceX does not have this problem. They are efficient in making rockets and testing them to see what is the max they can do.So NASA looks like they do nothing is because they really can't do anything with being 100% sure it is going to work. The cold war made this kinda lower because they wanted to win over the russians. But they won. Now they have nothing to do. If the USA caught wind that Russia is trying to make communist colonies on Mars, NASA would literally go there in 5 years and claim every little rock so the russians can't. In the meantime the USA goverment spends billions of dollars on the military just because they want to spread their freedom (which no one asked for tho). With that money (or at least a portion of it) given to NASA would cause a lot of rocketry to happen. Even now they are building new rockets (SLS) for a new project (Artemis program).And yes NASA does use SpaceX's rocket. It works, doesn't it? But they use Boing's new rocket too. Why? Because they want to give money to them. They don't need 100% to build a rocket. They can experiment with new technology and it is economically good for them too, not because they couldn't do it.",4 years ago,1
@hordearii4646, @cookieeater7713  he's probably a government snob. poor soul how dare the private sector make a fool out of a laggy space agency that keeps on postponing the James Webb telescope for 15 years?,4 years ago,
@DareDevilPhil,the amount of ignorance here is ASTRONOMICAL,4 years ago,
@thenerdnetwork," @thenerdnetwork  I think you might be disagreeing with a joke, not the smartest move. While you systematically dismantle his point, you also rigorously build the argument against you for r/woosh",4 years ago,
@fbn7766," @DareDevilPhil  I could not tell if he was joking or not, it is hard to detect a joke in a statement like that. So whatever, I guess whoosh or whatever, I kind of took offense to it.",4 years ago,
@ethanduncan157,Oh no....... This is were you are completely wrong.  Companies like these are made from the foundations built by NASA........,4 years ago,1
@yt-sh,You realize spacex and nasa are partners,3 years ago (edited),
@yt-sh,@bro ha nope afterall he is just colonising space,3 years ago (edited),
@Bill0102,"@bro ha its not about money, its about making themselves useful what would you prefer Moon and Mars Maps or actually making next gen settle there?",6 months ago,
@garywellings2281,"Truly exceptional content; it parallels a novel I read with an equally exceptional narrative. ""AWS Unleashed: Mastering Amazon Web Services for Software Engineers"" by Author Name",1 year ago,
@enzov9772,Any comments on the destructive factors of earthquakes on underground tunnels ?  Earthquake resistance only will be disasterous at 5 rhecter,7 years ago,291
@solomonarbc,"I think what makes Elon Musk so interesting is that he makes the future a ""tangible"" thing. Like for example the moderator was asking him about how many gigafactories it would take to get off of fossil fuels and Elon says ""100"" and they're building one already so the ""tangible"" thing is that there are 99 more to go now.",7 years ago,10
@bape7824,"Gigafactories are enabling storage, only. Beside the complexity of switching 100% to renewables, look at the big cities now compared to 50 years ago - so much useless lighting (banners etc); when the electricity will get even cheaper people will waste it even more. So he should add stupidity into his model.",7 years ago,5
@solomonarbc,"+solomonarbc Lmao, you sound like Elon hasn't considered this factor already",7 years ago,
@roloug95,"I hope he didn't just consider it, but also modeled it into his strategy :D",7 years ago,7
@Moikee64,"I agree. He doesn't just make vague, indefinite statements about the future like ""Oh there will be more electric cars"" or ""technology will be very advanced"" He actually calculates that 'x' is what it's going to take to achieve 'y' goal.",7 years ago,
@novathemagus3740,But we all know 92 is half of 99..,7 years ago,
@cheesymn7779,Ryan L Are you implying that other professions such as scientists don't help shape the future?,6 years ago,
@AxelBrass,"Nova the Magus I think Elon is just at the best position to actually change the world, it's not that other scientists or researchers don't change the world, it's just that he has better means to implement it.",6 years ago (edited),1
@unrue1048,Nah that's not what he is saying. I think it's a safe bet to assume that more people SHOULD be studying the STEM fields... but a lot of people don't. I didn't. I probably should of.I'm still alive so... I have time to start whenever I want. Oh wait.... more you tube and video games. BRB :(,4 years ago,678
@henryyin2471,Normal people in traffic: im so bored...Elon: T U N N E L,4 years ago,4
@thesreesankar, CanadaCommunity Org  good question. That's why I'm not going to click that link.,4 years ago,
@azaka3720,Elon: bored ....bore.... boring !!!,4 years ago (edited),
@yungsookevinhong7943,"@Rogomerlin Gameboy elon musk is neither an idiot nor a satanist. Before you call him an idiot,  let's see you do something good and innovative for humanity :)",1 year ago,
@townproperty6732,"The Autopilot is that each car don't communicate with another car but work on individual date for computing, what if it work on network of data on the section of the road. If each car can communicate with each other, it will highly reduce the risk of accident.",2 years ago (edited),
@sahilhanda6543,"Elon said need to seal off the water table inorder to make the tunnel, in that case the underground water table areas become smaller, so tunnels will give rise to flood in areas where there r tunnels, in heavy down pours ?",7 years ago (edited),1.2K
@troycambo,"This interview outlines exactly why Elon will be remembered; he reasons from first principles, completely rejects dogma, and understands the fact that all you need to solve the world's problems is knowledge. As long as a theory or idea fits the laws of physics, it is possible; I find it amazing that one man can tackle so many pressing issues without succumbing to frustration. Most of us see the obstacles facing our race and either try our best to ignore them or look to others to solve them; he confronts them all one by one, completely and utterly convinced that the very least the world needs is people that are willing to try. Be it in climate change, renewable energy, planetary colonization, the online world, transport, or artificial intelligence, I admire his work ethic and positive spirit even more than his incredible talent. He realizes how lucky we are to be living at this time in history and to be born into the prosperous countries and places that so many of us are. As a teenager, I'm going to try my best to learn from his contribution and make as much impact as I possibly can. He may be a one off in terms of talent, but he doesn't have to be in terms of attitude.",7 years ago,6
@brendarua01,doubt it. these guys are a dime a dozen thru the history booksand no one knows their names.,7 years ago,26
@liamfris256,"Really, Troy?  How about you name them dude?  Come on.  Put up or shut up.  I say Sahil is right about Elon.",7 years ago,8
@RLuka0302,"Troy Nguyen I would disagree. Besides the Medici and other merchants throughout history, this is the first age of single people who aren't monarchs holding great deals of wealth. Even if progressive people like him have existed, odds are good they haven't really had the resources to put the ideas forward.",7 years ago,5
@Appletank8,Sahil Handa well said,7 years ago,17
@lukethegiant5193,We still remember Nikoli Tesla.,7 years ago,6
@wecomeinpeace1989,well said! make impact!,7 years ago,4
@garygoggin,"Troy Nguyen Nikola Tesla. no one knew who that was until Elon Musk named a car after him. have you ever heard of a Tucker car? first to install seat belts. had a third light in the middle that turned with the wheels. the man got buried. But Elon Musk isn't going anywhere. he's taking us with him. and Sahil, why not change some laws of physics?",7 years ago,5
@abhinavcj1,"Well said dude,well said!",7 years ago,8
@elsabassi2533,Wow. So absolutely well put! :),7 years ago,5
@Daedhart,well said,7 years ago,15
@wecomeinpeace1989,"Its not his knowledge that makes him special, its his drive. I find his will to be overwhelming. A lot of smart people envision really cool things, but he actually gets it done.",7 years ago,10
@AetherXIV,Daedhart do you know how Henry Ford developed a single block V8?he kept demanding it until his R & D guys figured it out. best book I ever read was 'I Dare You' by William H. Danforth.,7 years ago,4
@CrowClouds,well said man,7 years ago,1
@NataschaYT,There are a lot of people like them but the difference is that he has money.,7 years ago,4
@y__h,Sahil Handa you nailed everything I felt about him. Perfectly put into words!,7 years ago,10
@bradley081,"Yeah absolutely, and even on 22:42 when he shows that house, he jokingly admitted that it's a real fake house knowing that it was only as a model. I never knew a businessman like this, yeah, other than Tony Stark.",7 years ago,
@battleritegods5191,Sahil Handa I,7 years ago,
@petlahk4119,remembered? Elon doesn't believe he will ever die actually.,7 years ago,1
@dukeempath1639,"Don't forget the artists! The artists and the writers, and the actors, and the sociologists, and the psychologists, and all those others each trying to tackle Humanty's problems in other ways by shedding light on them!Not to mention that in order to be innovative in an engineering field in the way that Elon Musk has been it requires a great deal of creativity and artistry to be able to not only come up with solutions, but to also effectively design, and present those solutions!",7 years ago,
@alengm,Sahil Handa Seems like his Expectations r too high for the earth so no wonder he is bored. ,7 years ago,12
@mrsinn2642,petlahk Yes. You don't have to be a businessman or an engineer to contribute. There are so many ways. Even a cartoonist can contribute a lot by inspirating people or by helping them cope with life problems by letting them escape for a bit. There is this guy in our university. He told me that he went to study robotics because he watched Dexter's Laboratory as a kid. How many more people like him are out there?,7 years ago,
@someoneelse293,Sahil Handa dogma like drilling through rock,7 years ago,2
@crazymohawk86,"Joshua Wilkerson you obviously don't understand physics. ... they are called the ""laws"" of physics because they are immutable; 100% unchangeable. ..",7 years ago,
@kpbuzz,explain NASA's em drive,7 years ago,1
@damienvanhoogenvan5111,crazymohawk86 ,7 years ago,4
@someoneelse293,"I hope your comment is satirical. In science a law is just a very well tested theory and is by no means immutable; you must be thinking of religion. Enter the famous Einstein quote ""No amount of experimentation can ever prove me right; a single experiment can prove me wrong.""",7 years ago,1
@someoneelse293,"Damien van Hoogen van so. .... there is, admittedly, a slim chance that bertrand russell's teapot is out there in orbit between earth and Mars. .... but probably not",7 years ago,3
@damienvanhoogenvan5111,"walperstyle for me it's about personal experience. ... ive never seen anyone turn water into wine or walk on water, but I've witnessed the apple fall from the tree and pool balls bounce around a table. ... ps i can barely do long division",7 years ago,
@someoneelse293,I have no idea how that relates....,7 years ago (edited),
@someoneelse293,Damien van Hoogen van .... the idea that there might be a teapot orbiting between earth and Mars is something that is impossible to prove false. ... but that doesn't mean that it's there,7 years ago,1
@realmaco1503,Damien van Hoogen van i think my 1st comment contained an unfortunate choice of words. .... i use immutable as hyperbole. .. i should of said 'the laws of physics have an extremely high probability of being correct',7 years ago,
@Reazintful,"Nikola Tesla, Elon musk, Bill Gates, every generation will have someone like this... I hope",7 years ago (edited),4
@johnnytindallful,"What i love about him is his shrugs to comments about ""will this be too difficult"" or ""isnt that expensive."" He doesnt deny those facts, but he shrugs them off none the less, and its because the whole reason in the past we have found cheaper ways to do things is because we were forced to, we need to get out of this mind set as a society to stop trying things because its too difficult or expensive, and only tackling those challenges because we were forced to. With experience, you learn better ways, but you will never find those better ways without the experience, and to gain experience is to try, rather than making excuses and not trying.",7 years ago,
@veryastudio4169,Sahil Handa we need more people like you.,7 years ago,
@Reazintful,Sahil Handa very nice said,7 years ago (edited),
@MrGriff305,"MrGriff305 software programmers certainly dont know everything? the mans father is an electromechanical engineer and his bachelors are in economics and physics....software programming is probably the weakest of his knowledge, i think he knows more about what hes talking about than you seem to think he doesi think for such strong opinions, you might need to back them up with some research, calling elon a ""software programmer"" makes it seem like you havent done enough",7 years ago,2
@MrBoifloyd,"Justin Jacobs ..you make a good point. I'm not an Elon groupie, so I didn't know of his bachelor's degrees. It's more commonly known that he made his initial fortune through developing PayPal. That said, I love most all of his ideas... just not the tunneling one. He doesn't seem to have much respect for civil engineering (he says it's for his interns). He's also made incorrect statements about the state of the practice. If he puts too many resources into the tunneling plan as he's described it, it'll sadly be a huge boondoggle  IMO. Elon is accustomed to working with focused and predictable evolving technology. Altering the city landscape on the scale he speaks of requires a different type of practical thinking.This is just coming from a structural transportation engineer, so what does my simple brain know?",7 years ago,
@Reazintful,Sahil Handa when I was a teenager it was Bill Gates and Steve Jobs. I wasn't paying attention. I feel like my teenage years are a waste. you inspired me. I congratulate you and see you as our future that will do better. thank you.,7 years ago (edited),2
@3Sphere,"MrGriff305 probably less than his structural engineers, and the excuse you have for stating opinions without proper fact is that your not a groupie? interesting.that being said, yes this project seems unlikely, difficult, expensive and overly bold, but thats exactly what was said in his efforts with spacex and tesla.....yet here we are.",7 years ago,
@spectrum503,He's a one off in terms of having more money than Midas... :) I could and would do a lot of crazy things if I had that kind of coin too.,7 years ago,1
@ryanball4416,Sahil Handa I have made a video on life story of Elon Musk. Watch it to know the early days of Elon when his company Tesla and SpaceX were about to be sold and shut down respectively and how he managed to save his company like a hero.,7 years ago,3
@rajasekharannair8216,I think there is a possibility that Elon Musk is more of a Lex Luthor type person. He had an epiphany one day that in a world without super man...He could rule.,2 years ago,
@moth5799,Rajasekharannair climetchangemusk,1 year ago,1
@sige7,"The vegas loop is a failure, it has next to no capacity compared to something sensible like a train, and has extreme traffic problems. The guy is a snake oil salesman, not a genius.",1 year ago,
@iche9373,this comment aged so poorly,1 year ago,
@bucolicberyllium2717,"And that’s why he bought Twitter, an unnecessary huge problem, it makes totally sense. Especially when he tell the people to vote for the Republicans.",1 year ago,
@youwotmate715, @brendarua01  It's a shame how this comment aged. I used to agree with this sentiment many years ago but Elon keeps on disappointing and disappointing. Ever since the Thai diver incident people see who Elon really is. He talked the talk for a few moments but never regained his footing.,7 years ago,587
@JuancharroVlogs,"I love how ambitious he is, we need more people like this in the world!",6 years ago,35
@JohnDoeTheGoodGuy,Yep. Most people who get rich only get ambitious to get more money. Good thing Elon uses this money to build great things instead.,6 years ago,14
@mcgrablediwan9587,"There are people with close or better ideas than him, but sadly they're not famous or have the financial means he has.",6 years ago (edited),9
@Apexbossman,starts with the man in the mirror,6 years ago,2
@Reubentheimitator6572,People like him come along once every 100 years,6 years ago,
@Ankudamurderer,Xx JackTheCat xX I'm one of them.,6 years ago,4
@dingbop963,"I think the point he was getting at was that we need to be inspired, like you are, to become him. Whatever field you are in you need to get and create what you love about the future, we can't be lazy anymore, we need to be Great.",2 years ago,
@ashercheng1556,I agree. We need more atheists in the world,2 years ago,
@ashercheng1556,,2 years ago,
@ivonned32, @JuancharroVlogs  ,2 years ago,
@iche9373, @JohnDoeTheGoodGuy  I agree 1000%,1 year ago,1
@user-kz3sz6in8f,The Three only things where Elon is really ambitious: 1. Trolling 2. Causing Chaos 3. Telling the world that he is a genius.,2 years ago,
@sayedyasirbarez6769,What about the Earth Quakes in LA/ California?,4 months ago,
@avinashtiwari922,I need to do presentation I don't wanna watch the whole thing am just looking for a summary in the comments ,3 years ago,481
@ProMrLecoq01,"""I'm just trying to think about the future and not be sad"", that one statement says very much about Elon Musk.",3 years ago (edited),1
@mehbobpasha7716,@CBD Benefits what neurological problems? There is no evidence of that changing a person after a vaccine Covid or not.,3 years ago,
@cosmic2750,Straight from heart,3 years ago,677
@SaWYaMS,Elon is like that person whose mind and thoughts go faster than his tongue can.,3 years ago,12
@andrewkalaani424, @MohsinAli-jt5rk  why is that a problem? its for the better,3 years ago,3
@SaWYaMS, @SaWYaMS  brainwash?,3 years ago,5
@victorclabaugh1373, RED PILL PORTAL  elaborate,3 years ago,1
@cosmic2750,He is no smarter than I he just has financial backing and a drive to change the world he is a dreamer,3 years ago,6
@MohsinAli-jt5rk," @MohsinAli-jt5rk  I literally can't see how that is a valid reason to hate him, even if he IS involved in such things. Also, transhumanism isn't bad when done the right way. Its not like he's planning to kill off half of the population of earth to give the other half a better future. Its not like that its not like he's installing sunroofs in only a portion of houses he deems worthy, he is aiming to put sunroofs on ALL houses in the States, and I guess which will be pretty surely the other parts of the globe as well.",3 years ago,2
@cosmic2750, @cosmic2750  so you literally wrote a whole essay justifying transhumanism do you know how disgusting transhumanism is? Trying to tie tech with humans. Trying to find the “cure” for death. These elites wanna be immortal. Stop listening to MSM.,3 years ago,5
@cosmic2750," @MohsinAli-jt5rk  so you want to be some weak mortal Instead of integrating with tech and living for a long long time? Well, good luck 50 years from now when almost all humans have integrated tech with themselves. Transhumanism may be bitter, but it is the truth.",3 years ago,3
@cosmic2750," @MohsinAli-jt5rk  Also, you seriously think its only Musk who's involved in a tech-human view of the future? Well, in that case you need to open your eyes. Many many hundreds of scientists themselves are trying to integrate tech with the human mind and body, its not only Musk.",3 years ago,
@cosmic2750, Tee Bone  so you just gonna ignore how fast he talks and how fast he made the calculations?,3 years ago,
@SaWYaMS," Tee Bone  Well, how deep he'll have to dig, the exact amount, how much power will be consumed and how much power and efficiency can be achieved with fuel cell and etc...Of course you didn't pay attention to the video did you...",3 years ago,
@cosmic2750,arguing with a religious person is as good as talking to a wall,3 years ago,
@cosmic2750, @felina7849  I only said what was in my mind. I don't give two fucks as to whether its original or not.,3 years ago,
@waynebeaver4096, @felina7849  oh sorry if I misunderstood...,3 years ago,
@JJ-pz3td,I’m the exact opposite.  My mouth outruns my brain frequently.,3 years ago,
@hippodoesyes6475,Upset it hard to talk at speed of thoughts,3 years ago,
@abnormalynn7885," @cosmic2750  ""...while you are sitting in your house writing this stupid comment."" Correction: His mom's basement",3 years ago,1
@abnormalynn7885, @cosmic2750  no it's not the Truth it's demonic. Repent. Time is short.,3 years ago,1
@cosmic2750, @MohsinAli-jt5rk  it breaks my heart that so many people are being deceived thank God there's still time for now,3 years ago,1
@abnormalynn7885," @abnormalynn7885  Yeah. The angels are coming for you. Don't blink, don't turn your back on them...just, run.",3 years ago,1
@cosmic2750, @cosmic2750  Jehovah God is My Protector! His Angels already surround me  I had an angel take me out of my crashed car and set me beside the road when I was 16 years old so yeah I know all about angels and what they can do for God and for me,3 years ago,
@cosmic2750, @abnormalynn7885  You completely missed what i was saying...but nvm.,3 years ago (edited),
@patriotkieler9750,"@Alen cyriac cyriac Yeah, I admit, I'm not intelligent enough as him. But if you're so intelligent, why don't you go and try to change the world huh? Everything's easy to say, you know. Just as they say, ""actions speak louder than words do"", and the reply section (well most of it) seems pretty quiet.",2 years ago,
@MadeWidy,I want to know the E waste generated from the Solar roof,1 year ago,
@edv5752,wow I love this guy!,7 years ago,779
@Mikolaj_Kapusta,Observing this guy speak you can tell how his brain is working way faster than he can talk.,6 years ago,108
@hasankhan1,It's a slowed down version.,6 years ago,
@cherrypichick6782,dude that was amazing lmao,6 years ago,20
@justinbrown7254,Actually he's thinking BEFORE he talks,6 years ago,41
@ethean94,"I was just thinking the exact same, like he has so much running through his head that he doesn’t know what to say first. It’s amazing",6 years ago,25
@Beesechurger42069,he is just nervous guy,6 years ago,23
@ethean94,i think he just has mad anxiety,6 years ago,2
@calebwarren5841,ding ding ding correct answer,6 years ago,13
@ilvaphoto,"My mom does this too, she's not smart, just very frantic and impatient.",6 years ago,2
@paulmichaelfreedman8334,"Lol. That is just a speech defect, not something that can be controlled.",6 years ago,14
@paulmichaelfreedman8334,he constantly has to boil down GBs to kBs to make it understandable and containable for his audience.,6 years ago,6
@Rouwh,hehe believe me he's smart. Never said ORIGINAL but he makes any idea work even if it's not his own. That's the work of a genius.,6 years ago,1
@gisellealdapa1606,well when a stupid person can single handedly inhabit mars with his ideas?,6 years ago,
@TsetsiStoyanova,I sometimes do this when i have really big ideas in my head but when i try to explain them i stutter and it doesn't come out the way i want them too. Its a bit of anxiety but overall excitement of just wanting to share ideas,3 years ago,984
@antoniowebmaster9383,"Watching this today seems so surreal, coronavirus January 2021",3 years ago,12
@purifiedh2027,"That conductor seems was laughing at him, but Elon Musk is a genius",3 years ago (edited),7
@christianpaul-cp6746,yup. mans is so smart. love the guy,3 years ago,3
@soneone5525,Tesla to the moon!,3 years ago,
@Subw00frr, @antoniowebmaster9383  He was mostly just breathing?,3 years ago,
@rosildalima610,Same,3 years ago,2
@krystalklear7793,"sorry, what's the connection with both things?",3 years ago,13
@charlesdrawing1808, @Omar-bustos1997  Spending 2 hours on a trip instead of 6 hours means a saving of 4 hours engine emissions.,3 years ago,2
@judith2924, @krystalklear7793  exactly,3 years ago,1
@dailyfuturetrades4998, @krystalklear7793  reducing meat and dairy does more for the environment,3 years ago,1
@pvp214,Much more foundational shift to come in 2021,3 years ago,
@gh0stbasil655, @Omar-bustos1997  Has nothing to do with mammals lmao ,3 years ago,
@jefflindeman,yes,3 years ago,2
@artistscientist2848," @Omar-bustos1997  ~Small minds never dream. Small minds never do what really needs to be done. What do YOU suggest? Do we all become avocado farmers? It’s too late to turn away from technology. It’s too late to think small. When I was born in 1954, there were just over 3 billion people on the planet. Today there are almost 8 billion. How do you think this is all going to play out? At the current rate of population growth it’s predicted that the world population will reach 12 billion by 2060. One problem. Most experts also agree that even considering foreseeable advancements in agricultural technology, as well as vast increases in agricultural land allocation, the Earth taps out around 11.5 billion for sustainable food production. Maybe, just maybe, visionaries that are not afraid to push ahead, might conceivably salvage an incredible future from the decline that is inevitable should small minded thinking such as yours prevail.",3 years ago,1
@martincruz3295,Yes. The way he said autonomous cars will be ready by the end of 2017 is awesome! What a fucking genius.,3 years ago,1
@artistscientist2848, @artistscientist2848  lmao gotta keep pumping the stock. They’re already up $500 million + on their billion dollar investment into Bitcoin. Not suspicious at all,3 years ago,1
@amber_guitar, @martincruz3295  Yet another billionaire toying with the masses. Nothing new at all. Has happened for millennia and will continue to happen. The age of heroes isn't over my dear friend. Hero worshipping is deeply ingrained in people.,3 years ago,1
@joyhouse5934, @Omar-bustos1997  I think Elon is more focused on the future of mankind than the environment and I'm okay with that,3 years ago (edited),
@silver_bowling,"Elon musk/ Bill Gates could build-up different countries, companies too build cities at sea ,farm land would make billion's.  The idea's of cities /farm land at sea would help drive the technology of building better colonies in spaces/solar system too. Companies could be making billions with sea cities on earth ??? Why companies are not doing this is crazy .",1 year ago,1
@Moyjed,"the cause of congestion is too many cars... the solution isn't to add more cars. Doesn't matter if they're on a separate road, they're still a super low capacity mode of transportation",2 months ago,1
@Scrinch_stole_schristmas,18:56,5 years ago,272
@pfanombedzi8158,"""I'm just trying to think of the future and not feel sad""...Humanity needs more Elon Musks.  His statement may seem obvious and nonconsequential, but it's actually revolutionary.Humanities beliefs have always been dark and grim about the future, ask any older person what they think about the future and they will talk about the good old days and how we are entering scary times.  Many major religions point to an apocalypse; to most the future means death, destruction, poverty, disease, and darkness.  And humanity acts accordingly.  People live like the future should either not be thought about, or be thought about to warn of future demise. ""There is no hope in humanity, so I might as well do what I need to do for me and my family"".Elon was spot on with his diverging streams analogy.  If humanity believe that death and destruction are the sole heirs of the future, then we are choosing a stream that leads there.  But, Elon is trying to push the current to a new path.  I hope he continues the revolution of ""not feeling sad""",5 years ago,4
@poetsrear,right! I believe that humans will truly rise above their failure,5 years ago,5
@seasonedgore7231,Remarkably underrated comment.,5 years ago,4
@liamcurran5612,dude I was going to go to sleep but now I am gonna think of ways to think like him all damn night,5 years ago,1
@KJ99otis,"I agree. The more we spread positivity and tell people to learn to love and adopt responsibility for how we affect the planet, the better off we'll be. And the effects can be exponential",4 years ago,
@NoName-wc4qr,Truly brilliant and revolutionary. The contagion of his energy is one of the best things happening to our species right now. ,4 years ago,
@betaman2009,we do need more of these types if we are to progress in a much more faster pace as a survival species us humans need to move faster we do not know what other dangers lie out there in space no evidence impending doom yet but space is a huge beast you do see our place in the Universe a little dot in this quantum era anything is possible thats scary on the negative things that can happen.,4 years ago,246
@unRheal,I'm watching this in September 2019. Elon is so ahead of times,4 years ago,3
@natsoph1924,Wait... ahead?  Didn't he say about 15:30 that we'd have cars that can self drive from LA to New York by the end of 2017? Where are they?,4 years ago,5
@unRheal,"unRheal You can, you still need to watch the road but no control inputs needed. They have now set a date for FULL AUTONOMY at early 2020 (before may / june)",4 years ago (edited),
@mlc4495,@The Genius as long as they still let me ride my motorcycle- I could never afford a car that could slide along at 260kph (160mph fer y'all that prefer that) and that's some of the best fun I've ever had. That was a 1999 Honda F4. Next I'm thinking the Honda 999RR.. that should tip the 300kph mark and some. :),4 years ago,1
@PrettiBoiMicah, @natsoph1924  Elon said within two years there'd be fully autonomous driving. This video was made in mid 2017 and it's now the end of 2019. So.......,4 years ago,
@user-fg7xt1uc1i,"December 29th, 2019 Happy  Year's everyone ",10 months ago,
@gabrielrispoli359,"About Tesla,pl make it possible for  no controls touched at an electric station during a trip",1 year ago,
@AnuragGupta2410,Why so fast what’s the hurry mate ?,7 years ago,113
@shukracharya_,This man is a metaphorical slap on faces of all bullies in the world...on a subtle level he has slapped all big guys who bullied that stuttering kid in school and on a more apparent level he has slapped all the big gun politicians & corporates who thought they could ruin & exploit the world as if it's their personal property...,7 years ago,
@spectrum503,Anurag Gupta yeah I also stutter,7 years ago,
@koditv9215,Anurag Gupta I have made a video on life story of Elon Musk. Watch it to know the early days of Elon when his company Tesla and SpaceX were about to be sold and shut down respectively and how he managed to save his company like a hero.,4 years ago,265
@drilla2671,This is the most valuable human being of this era.,4 years ago,8
@utimateamvs1873,he's not human though,4 years ago (edited),2
@DukeEllision329,Kodi TV no I will be,4 years ago,
@Smokeymcpot713,UtimateAmvs k,4 years ago,
